E01,ROL01,PER01,A001
E4627,ROL4627,PER4627,A4627
E4628,ROL4628,PER4628,A4628
E4629,ROL4629,PER4629,A4629
E4630,ROL4630,PER4630,A4630
E4631,ROL4631,PER4631,A4631
E4632,ROL4632,PER4632,A4632
E4633,ROL4633,PER4633,A4633
E4634,ROL4634,PER4634,A4634
E4635,ROL4635,PER4635,A4635
E4636,ROL4636,PER4636,A4636
E4637,ROL4637,PER4637,A4637
E4638,ROL4638,PER4638,A4638
E4639,ROL4639,PER4639,A4639
E4640,ROL4640,PER4640,A4640
E4641,ROL4641,PER4641,A4641
E4642,ROL4642,PER4642,A4642
E4643,ROL4643,PER4643,A4643
E4644,ROL4644,PER4644,A4644
E4645,ROL4645,PER4645,A4645
E4646,ROL4646,PER4646,A4646
E4647,ROL4647,PER4647,A4647
E4648,ROL4648,PER4648,A4648
E4649,ROL4649,PER4649,A4649
E4650,ROL4650,PER4650,A4650
E4651,ROL4651,PER4651,A4651
E4652,ROL4652,PER4652,A4652
E4653,ROL4653,PER4653,A4653
E4654,ROL4654,PER4654,A4654
E4655,ROL4655,PER4655,A4655
E4656,ROL4656,PER4656,A4656
E4657,ROL4657,PER4657,A4657
E4658,ROL4658,PER4658,A4658
E4659,ROL4659,PER4659,A4659
E4660,ROL4660,PER4660,A4660
E4661,ROL4661,PER4661,A4661
E4662,ROL4662,PER4662,A4662
E4663,ROL4663,PER4663,A4663
E4664,ROL4664,PER4664,A4664
E4665,ROL4665,PER4665,A4665
E4666,ROL4666,PER4666,A4666
E4667,ROL4667,PER4667,A4667
E4668,ROL4668,PER4668,A4668
E4669,ROL4669,PER4669,A4669
E4670,ROL4670,PER4670,A4670
E4671,ROL4671,PER4671,A4671
E4672,ROL4672,PER4672,A4672
E4673,ROL4673,PER4673,A4673
E4674,ROL4674,PER4674,A4674
E4675,ROL4675,PER4675,A4675
E4676,ROL4676,PER4676,A4676
E4677,ROL4677,PER4677,A4677
E4678,ROL4678,PER4678,A4678
E4679,ROL4679,PER4679,A4679
E4680,ROL4680,PER4680,A4680
E4681,ROL4681,PER4681,A4681
E4682,ROL4682,PER4682,A4682
E4683,ROL4683,PER4683,A4683
E4684,ROL4684,PER4684,A4684
E4685,ROL4685,PER4685,A4685
E4686,ROL4686,PER4686,A4686
E4687,ROL4687,PER4687,A4687
E4688,ROL4688,PER4688,A4688
E4689,ROL4689,PER4689,A4689
E4690,ROL4690,PER4690,A4690
E4691,ROL4691,PER4691,A4691
E4692,ROL4692,PER4692,A4692
E4693,ROL4693,PER4693,A4693
E4694,ROL4694,PER4694,A4694
E4695,ROL4695,PER4695,A4695
E4696,ROL4696,PER4696,A4696
E4697,ROL4697,PER4697,A4697
E4698,ROL4698,PER4698,A4698
E4699,ROL4699,PER4699,A4699
E4700,ROL4700,PER4700,A4700
E4701,ROL4701,PER4701,A4701
E4702,ROL4702,PER4702,A4702
E4703,ROL4703,PER4703,A4703
E4704,ROL4704,PER4704,A4704
E4705,ROL4705,PER4705,A4705
E4706,ROL4706,PER4706,A4706
E4707,ROL4707,PER4707,A4707
E4708,ROL4708,PER4708,A4708
E4709,ROL4709,PER4709,A4709
E4710,ROL4710,PER4710,A4710
E4711,ROL4711,PER4711,A4711
E4712,ROL4712,PER4712,A4712
E4713,ROL4713,PER4713,A4713
E4714,ROL4714,PER4714,A4714
E4715,ROL4715,PER4715,A4715
E4716,ROL4716,PER4716,A4716
E4717,ROL4717,PER4717,A4717
E4718,ROL4718,PER4718,A4718
E4719,ROL4719,PER4719,A4719
E4720,ROL4720,PER4720,A4720
E4721,ROL4721,PER4721,A4721
E4722,ROL4722,PER4722,A4722
E4723,ROL4723,PER4723,A4723
E4724,ROL4724,PER4724,A4724
E4725,ROL4725,PER4725,A4725
E4726,ROL4726,PER4726,A4726
E4727,ROL4727,PER4727,A4727
E4728,ROL4728,PER4728,A4728
E4729,ROL4729,PER4729,A4729
E4730,ROL4730,PER4730,A4730
E4731,ROL4731,PER4731,A4731
E4732,ROL4732,PER4732,A4732
E4733,ROL4733,PER4733,A4733
E4734,ROL4734,PER4734,A4734
E4735,ROL4735,PER4735,A4735
E4736,ROL4736,PER4736,A4736
E4737,ROL4737,PER4737,A4737
E4738,ROL4738,PER4738,A4738
E4739,ROL4739,PER4739,A4739
E4740,ROL4740,PER4740,A4740
E4741,ROL4741,PER4741,A4741
E4742,ROL4742,PER4742,A4742
E4743,ROL4743,PER4743,A4743
E4744,ROL4744,PER4744,A4744
E4745,ROL4745,PER4745,A4745
E4746,ROL4746,PER4746,A4746
E4747,ROL4747,PER4747,A4747
E4748,ROL4748,PER4748,A4748
E4749,ROL4749,PER4749,A4749
E4750,ROL4750,PER4750,A4750
E4751,ROL4751,PER4751,A4751
E4752,ROL4752,PER4752,A4752
E4753,ROL4753,PER4753,A4753
E4754,ROL4754,PER4754,A4754
E4755,ROL4755,PER4755,A4755
E4756,ROL4756,PER4756,A4756
E4757,ROL4757,PER4757,A4757
E4758,ROL4758,PER4758,A4758
E4759,ROL4759,PER4759,A4759
E4760,ROL4760,PER4760,A4760
E4761,ROL4761,PER4761,A4761
E4762,ROL4762,PER4762,A4762
E4763,ROL4763,PER4763,A4763
E4764,ROL4764,PER4764,A4764
E4765,ROL4765,PER4765,A4765
E4766,ROL4766,PER4766,A4766
E4767,ROL4767,PER4767,A4767
E4768,ROL4768,PER4768,A4768
E4769,ROL4769,PER4769,A4769
E4770,ROL4770,PER4770,A4770
E4771,ROL4771,PER4771,A4771
E4772,ROL4772,PER4772,A4772
E4773,ROL4773,PER4773,A4773
E4774,ROL4774,PER4774,A4774
E4775,ROL4775,PER4775,A4775
E4776,ROL4776,PER4776,A4776
E4777,ROL4777,PER4777,A4777
E4778,ROL4778,PER4778,A4778
E4779,ROL4779,PER4779,A4779
E4780,ROL4780,PER4780,A4780
E4781,ROL4781,PER4781,A4781
E4782,ROL4782,PER4782,A4782
E4783,ROL4783,PER4783,A4783
E4784,ROL4784,PER4784,A4784
E4785,ROL4785,PER4785,A4785
E4786,ROL4786,PER4786,A4786
E4787,ROL4787,PER4787,A4787
E4788,ROL4788,PER4788,A4788
E4789,ROL4789,PER4789,A4789
E4790,ROL4790,PER4790,A4790
E4791,ROL4791,PER4791,A4791
E4792,ROL4792,PER4792,A4792
E4793,ROL4793,PER4793,A4793
E4794,ROL4794,PER4794,A4794
E4795,ROL4795,PER4795,A4795
E4796,ROL4796,PER4796,A4796
E4797,ROL4797,PER4797,A4797
E4798,ROL4798,PER4798,A4798
E4799,ROL4799,PER4799,A4799
E4800,ROL4800,PER4800,A4800
E4801,ROL4801,PER4801,A4801
E4802,ROL4802,PER4802,A4802
E4803,ROL4803,PER4803,A4803
E4804,ROL4804,PER4804,A4804
E4805,ROL4805,PER4805,A4805
E4806,ROL4806,PER4806,A4806
E4807,ROL4807,PER4807,A4807
E4808,ROL4808,PER4808,A4808
E4809,ROL4809,PER4809,A4809
E4810,ROL4810,PER4810,A4810
E4811,ROL4811,PER4811,A4811
E4812,ROL4812,PER4812,A4812
E4813,ROL4813,PER4813,A4813
E4814,ROL4814,PER4814,A4814
E4815,ROL4815,PER4815,A4815
E4816,ROL4816,PER4816,A4816
E4817,ROL4817,PER4817,A4817
E4818,ROL4818,PER4818,A4818
E4819,ROL4819,PER4819,A4819
E4820,ROL4820,PER4820,A4820
E4821,ROL4821,PER4821,A4821
E4822,ROL4822,PER4822,A4822
E4823,ROL4823,PER4823,A4823
E4824,ROL4824,PER4824,A4824
E4825,ROL4825,PER4825,A4825
E4826,ROL4826,PER4826,A4826
E4827,ROL4827,PER4827,A4827
E4828,ROL4828,PER4828,A4828
E4829,ROL4829,PER4829,A4829
E4830,ROL4830,PER4830,A4830
E4831,ROL4831,PER4831,A4831
E4832,ROL4832,PER4832,A4832
E4833,ROL4833,PER4833,A4833
E4834,ROL4834,PER4834,A4834
E4835,ROL4835,PER4835,A4835
E4836,ROL4836,PER4836,A4836
E4837,ROL4837,PER4837,A4837
E4838,ROL4838,PER4838,A4838
E4839,ROL4839,PER4839,A4839
E4840,ROL4840,PER4840,A4840
E4841,ROL4841,PER4841,A4841
E4842,ROL4842,PER4842,A4842
E4843,ROL4843,PER4843,A4843
E4844,ROL4844,PER4844,A4844
E4845,ROL4845,PER4845,A4845
E4846,ROL4846,PER4846,A4846
E4847,ROL4847,PER4847,A4847
E4848,ROL4848,PER4848,A4848
E4849,ROL4849,PER4849,A4849
E4850,ROL4850,PER4850,A4850
E4851,ROL4851,PER4851,A4851
E4852,ROL4852,PER4852,A4852
E4853,ROL4853,PER4853,A4853
E4854,ROL4854,PER4854,A4854
E4855,ROL4855,PER4855,A4855
E4856,ROL4856,PER4856,A4856
E4857,ROL4857,PER4857,A4857
E4858,ROL4858,PER4858,A4858
E4859,ROL4859,PER4859,A4859
E4860,ROL4860,PER4860,A4860
E4861,ROL4861,PER4861,A4861
E4862,ROL4862,PER4862,A4862
E4863,ROL4863,PER4863,A4863
E4864,ROL4864,PER4864,A4864
E4865,ROL4865,PER4865,A4865
E4866,ROL4866,PER4866,A4866
E4867,ROL4867,PER4867,A4867
E4868,ROL4868,PER4868,A4868
E4869,ROL4869,PER4869,A4869
E4870,ROL4870,PER4870,A4870
E4871,ROL4871,PER4871,A4871
E4872,ROL4872,PER4872,A4872
E4873,ROL4873,PER4873,A4873
E4874,ROL4874,PER4874,A4874
E4875,ROL4875,PER4875,A4875
E4876,ROL4876,PER4876,A4876
E4877,ROL4877,PER4877,A4877
E4878,ROL4878,PER4878,A4878
E4879,ROL4879,PER4879,A4879
E4880,ROL4880,PER4880,A4880
E4881,ROL4881,PER4881,A4881
E4882,ROL4882,PER4882,A4882
E4883,ROL4883,PER4883,A4883
E4884,ROL4884,PER4884,A4884
E4885,ROL4885,PER4885,A4885
E4886,ROL4886,PER4886,A4886
E4887,ROL4887,PER4887,A4887
E4888,ROL4888,PER4888,A4888
E4889,ROL4889,PER4889,A4889
E4890,ROL4890,PER4890,A4890
E4891,ROL4891,PER4891,A4891
E4892,ROL4892,PER4892,A4892
E4893,ROL4893,PER4893,A4893
E4894,ROL4894,PER4894,A4894
E4895,ROL4895,PER4895,A4895
E4896,ROL4896,PER4896,A4896
E4897,ROL4897,PER4897,A4897
E4898,ROL4898,PER4898,A4898
E4899,ROL4899,PER4899,A4899
E4900,ROL4900,PER4900,A4900
E4901,ROL4901,PER4901,A4901
E4902,ROL4902,PER4902,A4902
E4903,ROL4903,PER4903,A4903
E4904,ROL4904,PER4904,A4904
E4905,ROL4905,PER4905,A4905
E4906,ROL4906,PER4906,A4906
E4907,ROL4907,PER4907,A4907
E4908,ROL4908,PER4908,A4908
E4909,ROL4909,PER4909,A4909
E4910,ROL4910,PER4910,A4910
E4911,ROL4911,PER4911,A4911
E4912,ROL4912,PER4912,A4912
E4913,ROL4913,PER4913,A4913
E4914,ROL4914,PER4914,A4914
E4915,ROL4915,PER4915,A4915
E4916,ROL4916,PER4916,A4916
E4917,ROL4917,PER4917,A4917
E4918,ROL4918,PER4918,A4918
E4919,ROL4919,PER4919,A4919
E4920,ROL4920,PER4920,A4920
E4921,ROL4921,PER4921,A4921
E4922,ROL4922,PER4922,A4922
E4923,ROL4923,PER4923,A4923
E4924,ROL4924,PER4924,A4924
E4925,ROL4925,PER4925,A4925
E4926,ROL4926,PER4926,A4926
E4927,ROL4927,PER4927,A4927
E4928,ROL4928,PER4928,A4928
E4929,ROL4929,PER4929,A4929
E4930,ROL4930,PER4930,A4930
E4931,ROL4931,PER4931,A4931
E4932,ROL4932,PER4932,A4932
E4933,ROL4933,PER4933,A4933
E4934,ROL4934,PER4934,A4934
E4935,ROL4935,PER4935,A4935
E4936,ROL4936,PER4936,A4936
E4937,ROL4937,PER4937,A4937
E4938,ROL4938,PER4938,A4938
E4939,ROL4939,PER4939,A4939
E4940,ROL4940,PER4940,A4940
E4941,ROL4941,PER4941,A4941
E4942,ROL4942,PER4942,A4942
E4943,ROL4943,PER4943,A4943
E4944,ROL4944,PER4944,A4944
E4945,ROL4945,PER4945,A4945
E4946,ROL4946,PER4946,A4946
E4947,ROL4947,PER4947,A4947
E4948,ROL4948,PER4948,A4948
E4949,ROL4949,PER4949,A4949
E4950,ROL4950,PER4950,A4950
E4951,ROL4951,PER4951,A4951
E4952,ROL4952,PER4952,A4952
E4953,ROL4953,PER4953,A4953
E4954,ROL4954,PER4954,A4954
E4955,ROL4955,PER4955,A4955
E4956,ROL4956,PER4956,A4956
E4957,ROL4957,PER4957,A4957
E4958,ROL4958,PER4958,A4958
E4959,ROL4959,PER4959,A4959
E4960,ROL4960,PER4960,A4960
E4961,ROL4961,PER4961,A4961
E4962,ROL4962,PER4962,A4962
E4963,ROL4963,PER4963,A4963
E4964,ROL4964,PER4964,A4964
E4965,ROL4965,PER4965,A4965
E4966,ROL4966,PER4966,A4966
E4967,ROL4967,PER4967,A4967
E4968,ROL4968,PER4968,A4968
E4969,ROL4969,PER4969,A4969
E4970,ROL4970,PER4970,A4970
E4971,ROL4971,PER4971,A4971
E4972,ROL4972,PER4972,A4972
E4973,ROL4973,PER4973,A4973
E4974,ROL4974,PER4974,A4974
E4975,ROL4975,PER4975,A4975
E4976,ROL4976,PER4976,A4976
E4977,ROL4977,PER4977,A4977
E4978,ROL4978,PER4978,A4978
E4979,ROL4979,PER4979,A4979
E4980,ROL4980,PER4980,A4980
E4981,ROL4981,PER4981,A4981
E4982,ROL4982,PER4982,A4982
E4983,ROL4983,PER4983,A4983
E4984,ROL4984,PER4984,A4984
E4985,ROL4985,PER4985,A4985
E4986,ROL4986,PER4986,A4986
E4987,ROL4987,PER4987,A4987
E4988,ROL4988,PER4988,A4988
E4989,ROL4989,PER4989,A4989
E4990,ROL4990,PER4990,A4990
E4991,ROL4991,PER4991,A4991
E4992,ROL4992,PER4992,A4992
E4993,ROL4993,PER4993,A4993
E4994,ROL4994,PER4994,A4994
E4995,ROL4995,PER4995,A4995
E4996,ROL4996,PER4996,A4996
E4997,ROL4997,PER4997,A4997
E4998,ROL4998,PER4998,A4998
E4999,ROL4999,PER4999,A4999
E5000,ROL5000,PER5000,A5000
